시도교육청코드,시도교육청명,행정표준코드,학교명,영문학교명,학교종류명,시도명,관할조직명,설립명,도로명우편번호,도로명주소,도로명상세주소,전화번호,홈페이지주소,남녀공학구분명,팩스번호,고등학교구분명,산업체특별학급존재여부,고등학교일반전문구분명,특수목적고등학교계열명,입시전후기구분명,주야구분명,설립일자,개교기념일,수정일자
C10,부산광역시교육청,7150423,경일고등학교,Kyongil High School,고등학교,부산광역시,부산광역시교육청,사립,46725 ,부산광역시 강서구 영강길 153-42,(명지동/경일고등학교),051-271-2371,http://www.ki.hs.kr,남여공학,051-271-2885,일반고,N,일반계,,전기,주간,19861020,19861020,20230615
C10,부산광역시교육청,7201254,경일중학교,Gyeongil Middle School,중학교,부산광역시,부산광역시북부교육지원청,공립,46726 ,부산광역시 강서구 명지국제6로 149,(명지동/ 경일중학교),051-250-3200,http://gyeongil.ms.kr,남여공학,051-250-3215,,N,,,전기,주간,20200301,20200301,20230615
C10,부산광역시교육청,7150122,경혜여자고등학교,Kyong-Hye Girls` High School,고등학교,부산광역시,부산광역시교육청,사립,46592 ,부산광역시 북구 시랑로21번길 138,(구포동/ 경혜여자고등학교),051-336-1042,http://kyonghye.hs.kr/,여,051-336-1046,일반고,N,일반계,,전기,주간,19861122,19861122,20230615
C10,부산광역시교육청,7150623,계성여자고등학교,Gyesung Girls` High School,고등학교,부산광역시,부산광역시교육청,사립,47531 ,부산광역시 연제구 해맞이로109번길 47,(거제동/ 계성여자상업고등학교),051-503-4894,http://www.계성여자고등학교.com,여,051-506-1782,특성화고,N,전문계,,전기,주간,19520426,19520426,20230615
C10,부산광역시교육청,7191047,공덕초등학교,kongduk elementary school,초등학교,부산광역시,부산광역시동래교육지원청,공립,46206 ,부산광역시 금정구 대두로 2,(두구동/공덕초등학교),051-508-1798,http://www.kongduk.es.kr,남여공학,051-508-4761,  ,N,일반계,,전기,주간,19460430,19460430,20230615
C10,부산광역시교육청,7191048,과정초등학교,Kwajung Elementary School,초등학교,부산광역시,부산광역시동래교육지원청,공립,47569 ,부산광역시 연제구 과정로164번길 37,/ 과정초등학교 (연산동/ 과정초등학교),051-750-0500,www.kwajung.es.kr,남여공학,051-758-8944,  ,N,일반계,,전기,주간,19850301,19850301,20230615
C10,부산광역시교육청,7211040,광남초등학교,Gwangnam Elementary School,초등학교,부산광역시,부산광역시해운대교육지원청,공립,48305 ,부산광역시 수영구 광안해변로 115,(남천동/ 광남초등학교),051-610-6600,http://gwangnam.es.kr/,남여공학,051-628-0767,,N,일반계,,전기,주간,19790507,19790507,20230615
C10,부산광역시교육청,7150123,광명고등학교,Kwangmyoung High School,고등학교,부산광역시,부산광역시교육청,사립,49094 ,부산광역시 영도구 와치로 131,(동삼동/ 광명고등학교),051-405-6302,http://www.km.hs.kr,남,051-405-6289,일반고,N,일반계,,전기,주간,19731224,19731224,20230615
C10,부산광역시교육청,7181075,광무여자중학교,Gwangmu Girls Middle School,중학교,부산광역시,부산광역시남부교육지원청,공립,47170 ,부산광역시 부산진구 백양관문로 31,(개금동),051-605-1700,http://www.kwangmu-g.ms.kr/,여,051-896-1668,  ,N,일반계,,전기,주간,19741221,19741221,20230615
C10,부산광역시교육청,7211010,광안중학교,Gwang-An Middle School,중학교,부산광역시,부산광역시해운대교육지원청,공립,48237 ,부산광역시 수영구 연수로310번길 127,/ 광안중학교 (광안동),051-750-3102,http://gwangan.ms.kr,남여공학,051-750-3103,  ,N,일반계,,전기,주간,19800409,19800409,20230615
C10,부산광역시교육청,7211041,광안초등학교,Kwangan Elementary School,초등학교,부산광역시,부산광역시해운대교육지원청,공립,48297 ,부산광역시 수영구 광안로35번길 42,(광안동),051-790-2200,http://www.kwangan.es.kr,남여공학,051-753-4421,,N,일반계,,전기,주간,19691002,19700327,20230615
C10,부산광역시교육청,7171093,광일초등학교,Gwangil Elementary School,초등학교,부산광역시,부산광역시서부교육지원청,공립,48933 ,부산광역시 중구 중구로 74,(대청동4가),051-603-5000,www.gwangil.es.kr,남여공학,051-603-5119,,N,일반계,,전기,주간,19980901,19980901,20230615
C10,부산광역시교육청,7201046,괘법초등학교,Gaebup Elementary School,초등학교,부산광역시,부산광역시북부교육지원청,공립,46974 ,부산광역시 사상구 사상로161번길 8,(괘법동/ 괘법초등학교),051-315-4345,gwaebeop.es.kr,남여공학,051-315-4348,  ,N,일반계,,전기,주간,19820325,19820325,20230615
C10,부산광역시교육청,7171045,괴정초등학교,Goejeong Elementary School,초등학교,부산광역시,부산광역시서부교육지원청,공립,49319 ,부산광역시 사하구 낙동대로 152,(괴정동/ 괴정초등학교),051-220-0500,www.koejeong.es.kr,남여공학,051-220-0599,  ,N,일반계,,전기,주간,19700301,19700301,20230615
C10,부산광역시교육청,7191049,교동초등학교,Kyodong Elementary School,초등학교,부산광역시,부산광역시동래교육지원청,공립,47756 ,부산광역시 동래구 시실로 73-13,/ 교동초등학교 (명륜동),051-6200-104,www.kd.es.kr,남여공학,051-6200-170,,N,일반계,,전기,주간,19860129,19860605,20230615
C10,부산광역시교육청,7211086,교리초등학교,Gyori Elementary School,초등학교,부산광역시,부산광역시해운대교육지원청,공립,46054 ,부산광역시 기장군 기장읍 차성로 427,(기장읍/ 교리초등학교),051-720-0503,http://gyori.es.kr,남여공학,051-720-0504,  ,N,일반계,,전기,주간,20020301,20020301,20230615
C10,부산광역시교육청,7201012,구남중학교,Gunam Middle School,중학교,부산광역시,부산광역시북부교육지원청,공립,46637 ,부산광역시 북구 백양대로1016번길 38,(구포동/구남중학교),051-330-5801,http://www.gunam.ms.kr,남여공학,051-330-5819,  ,N,일반계,,전기,주간,19800124,19800124,20230615
C10,부산광역시교육청,7201047,구남초등학교,Gunam Elementary School,초등학교,부산광역시,부산광역시북부교육지원청,공립,46647 ,부산광역시 북구 구남로14번가길 23,(구포동/구남초등학교),051-336-6602,http://kunam.es.kr,남여공학,051-337-6369,,N,일반계,,전기,주간,19850126,19850126,20230615
C10,부산광역시교육청,7150087,구덕고등학교,GuDeok High School,고등학교,부산광역시,부산광역시교육청,공립,47053 ,부산광역시 사상구 학감대로 81,(학장동/ 구덕고등학교),051-320-9200,www.gudeok.hs.kr,남,051-312-0803,일반고,N,일반계,,전기,주간,19841217,19841217,20230615
C10,부산광역시교육청,7171046,구덕초등학교,Gudeok Elementary School,초등학교,부산광역시,부산광역시서부교육지원청,공립,49202 ,부산광역시 서구 보수대로 312,(서대신동3가/ 구덕초등학교),051-242-6600,http://gudeok.es.kr/,남여공학,051-247-1996,  ,N,일반계,,전기,주간,19670301,19670301,20230615
C10,부산광역시교육청,7191011,구서여자중학교,Guseo Girls Middle School,중학교,부산광역시,부산광역시동래교육지원청,공립,46242 ,부산광역시 금정구 금강로453번길 26-12,(구서동/구서여자중학교),051-580-5700,http://www.guseo.ms.kr,여,051-580-5707,,N,일반계,,전기,주간,19810117,19811002,20230615
C10,부산광역시교육청,7191050,구서초등학교,Kuseo Elementary School,초등학교,부산광역시,부산광역시동래교육지원청,공립,46231 ,부산광역시 금정구 구서중앙로 35,(구서동/구서초등학교),051-516-2994,www.kuseo.es.kr,남여공학,051-516-2996,,N,일반계,,전기,주간,19801230,19801230,20230615
C10,부산광역시교육청,7171047,구평초등학교,Gupyong Elementary School,초등학교,부산광역시,부산광역시서부교육지원청,공립,49396 ,부산광역시 사하구 사하로 9,(구평동/구평초등학교),051-220-2500,www.gupyong.es.kr,남여공학,051-262-0048,  ,N,일반계,,전기,주간,19811201,19811201,20230615
C10,부산광역시교육청,7201013,구포중학교,Gupo Middle School,중학교,부산광역시,부산광역시북부교육지원청,공립,46637 ,부산광역시 북구 백양대로1016번다길 31,(구포동),051-334-2201,http://gupo.ms.kr,남여공학,051-343-3204,  ,N,일반계,,전기,주간,19721229,19721101,20230615
C10,부산광역시교육청,7201048,구포초등학교,Gupo Elementary School,초등학교,부산광역시,부산광역시북부교육지원청,공립,46628 ,부산광역시 북구 백양대로1124번길 20,(구포동/ 구포초등학교),051-330-5900,http://school.busanedu.net/gupo-e,남여공학,051-330-5999,  ,N,일반계,,전기,주간,19071015,19071015,20230615
C10,부산광역시교육청,7201049,구학초등학교,Guhag Elementary School,초등학교,부산광역시,부산광역시북부교육지원청,공립,47053 ,부산광역시 사상구 학감대로 49,(학장동),051-313-3892,http://www.guhag.es.kr,남여공학,051-322-4132,  ,N,일반계,,전기,주간,19920301,19920301,20230615
C10,부산광역시교육청,7191051,금강초등학교,Geumgang Elementary School,초등학교,부산광역시,부산광역시동래교육지원청,공립,47852 ,부산광역시 동래구 사직북로28번길 125,(온천동/금강초등학교),051-590-0600,http://www.geumgang.es.kr/,남여공학,051-505-9874,  ,N,일반계,,전기,주간,19720302,19720302,20230615
C10,부산광역시교육청,7150372,금곡고등학교,Geumgok High School,고등학교,부산광역시,부산광역시교육청,공립,46520 ,부산광역시 북구 화명신도시로 236,(금곡동/ 금곡고등학교),051-330-2104,http://www.geumgok.hs.kr/,남여공학,051-711-2105,일반고,N,일반계,,전기,주간,20030301,20030301,20230615
C10,부산광역시교육청,7201014,금곡중학교,Kumgok Middle School,중학교,부산광역시,부산광역시북부교육지원청,공립,46512 ,부산광역시 북구 효열로162번길 3,(금곡동/ 금곡중학교),051-330-0800,http://kumgok.ms.kr,남여공학,051-330-0899,  ,N,일반계,,전기,주간,19950301,19950301,20230615
C10,부산광역시교육청,7201050,금곡초등학교,Geumgok Elementary School,초등학교,부산광역시,부산광역시북부교육지원청,공립,46512 ,부산광역시 북구 효열로 174,/ 금곡초등학교 (금곡동),051-330-5500,http://www.geumgok.es.kr/,남여공학,051-361-0036,  ,N,일반계,,전기,주간,19941111,19941111,20230615
C10,부산광역시교육청,7150424,금명여자고등학교,Geum Myeong Girls High School,고등학교,부산광역시,부산광역시교육청,공립,46515 ,부산광역시 북구 양달로 101,(화명동),051-330-8672,http://www.gmg.hs.kr,여,051-330-8677,일반고,N,일반계,,전기,주간,20071031,20080301,20230615
C10,부산광역시교육청,7201015,금명중학교,Geummyeong Middle School,중학교,부산광역시,부산광역시북부교육지원청,공립,46520 ,부산광역시 북구 화명신도시로 210-1,(금곡동/ 금명중학교),051-330-4500,http://geummyeong.ms.kr/,남여공학,051-330-4507,  ,N,일반계,,전기,주간,20030301,20030301,20230615
C10,부산광역시교육청,7201051,금명초등학교,Geummyeong Elementary School,초등학교,부산광역시,부산광역시북부교육지원청,공립,46522 ,부산광역시 북구 화명신도시로 197,(금곡동/ 금명초등학교),051-364-1837,http://www.geummyeong.es.kr,남여공학,051-364-1841,,N,일반계,,전기,주간,20021204,20020901,20230615
C10,부산광역시교육청,7191180,금빛초등학교,Geumbit Elementary School,초등학교,부산광역시,부산광역시동래교육지원청,공립,46296 ,부산광역시 금정구 소정로 31,(장전동/ 금빛초등학교),051-719-8300,http://www.gbit.es.kr,남여공학,051-719-8377,,N,일반계,,전기,주간,20120301,20120501,20230615
C10,부산광역시교육청,7191012,금사중학교,Geumsa Middle School,중학교,부산광역시,부산광역시동래교육지원청,공립,46312 ,부산광역시 금정구 서금로 53-7,(서동),051-520-7300,www.geumsa.ms.kr,남여공학,051-522-2428,  ,N,일반계,,전기,주간,19790131,19790131,20230615
C10,부산광역시교육청,7191052,금사초등학교,Kumsa Elementary School,초등학교,부산광역시,부산광역시동래교육지원청,공립,46312 ,부산광역시 금정구 윤산로 279,(서동/ 금사초등학교),051-531-3594,www.kumsa.es.kr,남여공학,051-523-8455,,N,일반계,,전기,주간,19460601,19460601,20230615
C10,부산광역시교육청,7150738,금샘고등학교,Geumjeong Electronic High School,고등학교,부산광역시,부산광역시교육청,사립,46312 ,부산광역시 금정구 서금로 75,"(서동, 금정전자고등학교)",051-540-0100,http://geumjeong.hs.kr,남여공학,051-540-0107,특성화고,N,전문계,,전기,주간,19730112,19730112,20230615
C10,부산광역시교육청,7191053,금샘초등학교,Geumsaem Elementary School,초등학교,부산광역시,부산광역시동래교육지원청,공립,46234 ,부산광역시 금정구 금샘로 525,(남산동/ 금샘초등학교),051-519-0800,http://www.geumsaem.es.kr,남여공학,051-518-0948,  ,N,해당없음,,후기,주간,20040301,20040301,20230615
C10,부산광역시교육청,7150124,금성고등학교,Geumseong High School,고등학교,부산광역시,부산광역시교육청,사립,48765 ,부산광역시 동구 증산로 83,(좌천동/금성고등학교),051-632-1131,bgs.hs.kr,남,051-647-9707,일반고,N,일반계,,전기,주간,19540722,19540722,20230615
C10,부산광역시교육청,7191054,금성초등학교,Gumseang Elementary School,초등학교,부산광역시,부산광역시동래교육지원청,공립,46237 ,부산광역시 금정구 중리1길 15,(금성동),051-517-5400,http://school.busanedu.net/gumseang-e,남여공학,051-517-8690,  ,N,일반계,,전기,주간,19370321,19370321,20230615
C10,부산광역시교육청,7191013,금양중학교,Geumyang Middle School,중학교,부산광역시,부산광역시동래교육지원청,공립,46269 ,부산광역시 금정구 기찰로22번길 37,(부곡동/ 금양중학교),051-580-0600,http://geumyang.ms.kr,남여공학,051-580-0607,  ,N,일반계,,전기,주간,19670908,19670908,20230615
C10,부산광역시교육청,7191055,금양초등학교,Kumyang Elementary School,초등학교,부산광역시,부산광역시동래교육지원청,공립,46275 ,부산광역시 금정구 중앙대로 1755,(부곡동),051-550-0400,www.kumyang.es.kr,남여공학,051-550-0404,,N,일반계,,전기,주간,19990301,19990506,20230629
C10,부산광역시교육청,7150090,금정고등학교,Keum Jeong High School,고등학교,부산광역시,부산광역시교육청,공립,47767 ,부산광역시 동래구 명장로63번길 60-14,/ 금정고등학교 (명장동),051-795-7105,www.keumjeong.hs.kr,남,051-521-3113,일반고,N,일반계,,전기,주간,19861222,19861222,20230615
C10,부산광역시교육청,7150091,금정여자고등학교,Keumjeong Girls High School,고등학교,부산광역시,부산광역시교육청,공립,46313 ,부산광역시 금정구 서부로76번길 21,(서동),051-712-3910,www.kjung.hs.kr,여,051-712-3917,일반고,N,일반계,,전기,주간,19830110,19831002,20230615
C10,부산광역시교육청,7191037,금정중학교,Kumjung Middle School,중학교,부산광역시,부산광역시동래교육지원청,사립,46214 ,부산광역시 금정구 중앙대로 2104,(남산동/ 금정중학교),051-517-3984,kumjung.ms.kr,남,051-517-3982,,N,일반계,,전기,주간,19060620,19160315,20230615
C10,부산광역시교육청,7191056,금정초등학교,Gumjeong Elementary School,초등학교,부산광역시,부산광역시동래교육지원청,공립,46297 ,부산광역시 금정구 식물원로44번길 46,(장전동),051-719-5400,http://www.gumjeong.es.kr,남여공학,051-719-5490,  ,N,일반계,,전기,주간,19470603,19470603,20230615
C10,부산광역시교육청,7201052,금창초등학교,Geumchang Elementary School,초등학교,부산광역시,부산광역시북부교육지원청,공립,46505 ,부산광역시 북구 효열로235번길 14,(금곡동/ 금창초등학교),051-320-5600,http://www.geumchang.es.kr,남여공학,051-362-2183,,N,일반계,,전기,주간,19941111,19941111,20230615
C10,부산광역시교육청,7150089,기장고등학교,Gijang High School,고등학교,부산광역시,부산광역시교육청,공립,46068 ,부산광역시 기장군 기장읍 차성서로 77,/ 기장고등학교 (기장읍/ 기장고등학교),051-750-8200,http://www.Gijang.hs.kr,남여공학,051-722-0603,일반고,N,일반계,,전기,주간,19660321,19660321,20230615
